old_path,new_path,artifact_type,model,task,training_mode,data_split,date,seed,sha256,status,notes
apps/desktop/reports/effie_smoothing_light_session001/realtime_smoothing_log.csv,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/realtime_smoothing_log.csv,csv-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,f0642ec33082edb7d2c72c635a45d8036457e32056108cf2435f6c713d2c4d05,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_light_session001/summary.json,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/summary.json,json-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,7b54433c41921abbf0e2cf90478d0f79578845cce316377f0c4ed778ae27d1d7,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_raw_session001/realtime_smoothing_log.csv,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/realtime_smoothing_log.csv,csv-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,96bcd352fe024fe6c1e1df537a26b33d899d1b2f31c7f86de076e1a4e26b9c66,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_raw_session001/summary.json,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/summary.json,json-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,efe0bf043e3b32811954edb88087fe58ac5729d4274ca29d696a3c366cbc2c2a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_smooth_session001/realtime_smoothing_log.csv,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/realtime_smoothing_log.csv,csv-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,055a134545ed3ba8b42fe5b0230124098a6b1d371c3c48929b807fba1600e8bf,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_smooth_session001/summary.json,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/summary.json,json-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,7ebf276368053ec44803b31da014363ed5d5d686ceffbc0932b80f56b56773f1,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_sweep_session001/realtime_smoothing_log.csv,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/realtime_smoothing_log.csv,csv-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,c7d9cb147b2f8328ac4d0ec117ad9f983de4ded4537ffa6fced7646f18e4b6d4,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_sweep_session001/summary.json,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/summary.json,json-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,c33a2580b9ba55cf04b062f85a4ccab0f4e5b32582fd1601f890072646cfb7e6,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/effie_smoothing_sweep_session001/sweep_summary.csv,artifacts/reports/effie/realtime-smoothing-evaluation/2026-07-09__seed-unknown/sweep_summary.csv,csv-report,effie,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,7549f346d491b2549e4a6055a3b9ce303cc24e41a2de60a75960ca3082edb835,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/smoothing_raw_session001/realtime_smoothing_log.csv,artifacts/reports/unknown-model/realtime-smoothing-evaluation/2026-07-09__seed-unknown/realtime_smoothing_log.csv,csv-report,unknown-model,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,4537b4afe4be5dbd3debc35a39b473dbbbf575baca1b040797ce273b7d4f04c8,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/reports/smoothing_raw_session001/summary.json,artifacts/reports/unknown-model/realtime-smoothing-evaluation/2026-07-09__seed-unknown/summary.json,json-report,unknown-model,realtime-smoothing-evaluation,evaluation,session-replay,2026-07-09,unknown,dd195acc6ac283770bd0f91d6e3e65f6ca9cc9dca7a37b9cb95910fa64286a02,classified-proposed,date derived from filesystem modification time; needs review
